en,fr,it,de,es,ko,kana
Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokémon shoots lasers from the crystalline organ on its chest.,Deoxys était à l’origine un virus provenant de l’espace. Il est extrêmement intelligent et dispose de pouvoirs télékinétiques. Ce Pokémon envoie des lasers avec l’organe cristallin situé sur sa poitrine.,Deoxys è nato da un virus proveniente dallo spazio. È dotato di estrema intelligenza e di poteri psicocinetici. Spara raggi laser dall’organo cristallino del proprio corpo.,Deoxys ging aus einem Virus aus dem Weltraum hervor. Es ist sehr intelligent und nutzt psychokinetische Energie. Dieses Pokémon verschießt Laserstrahlen aus einem kristallartigen Organ auf seinem Brustkorb.,Deoxys surgió a partir de un virus espacial. Tiene un alto nivel intelectual y poderes psicoquinéticos. Este Pokémon dispara rayos láser por el órgano cristalino que tiene en el torso.,우주 바이러스에서 태어난 포켓몬이다. 지능이 높고 초능력을 쓸 수 있다. 가슴의 수정체에서 레이저를 쏜다.,うちゅうウィルスから　たんじょうした　ポケモン。 ちのうが　たかく　ちょうのうりょくを　あやつる。 むねの　すいしょうたいから　レーザーを　だす。
"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",Il lui arrive d’aller chercher sa nourriture sur la terre ferme. Sa bulle lui sert alors aussi bien à respirer qu’à protéger sa tête molle.,Vive principalmente in acqua. Quando sale sulla terraferma in cerca di cibo ricopre la sua testa con una bolla d’acqua.,"Es verlässt das Wasser nur selten. Wenn es auf Futtersuche an Land kommt, hüllt es seinen Kopf in eine Wasserblase.","Vive bajo el agua y, cuando emerge a tierra firme en busca de presas, se recubre la cabeza con una burbuja.",평소에는 물속에서 생활하지만 먹이를 찾으러 육지로 올라올 때는 수포를 뒤집어쓴다.,ふだんは　みずの　なかで　せいかつ しているが　エサを　さがしに　りくに あがるときは　すいほうを　かぶる。
It can instantly create many diamonds by compressing the carbon in the air between its hands.,"Il peut créer une multitude de diamants en un instant en serrant ses mains, simplement en compressant les molécules de carbone contenues dans l’air.",È in grado di creare una grande quantità di diamanti in un istante comprimendo tra le mani il carbonio presente nell’aria.,"Es kann im Nu viele Diamanten erzeugen, indem es luftgebundene Kohlenstoffpartikel mit seinen Händen komprimiert.",Puede crear una gran cantidad de diamantes en un instante comprimiendo con las manos el carbono que flota en el aire.,양손의 틈으로 공기 중의 탄소를 압축하여 많은 다이아를 한순간에 만들어 낸다.,りょうての　すきまで　くうきちゅうの たんそを　あっしゅくして　たくさんの ダイヤを　いっしゅんで　うみだす。
"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",Il tourbillonne sur lui-même pour se déplacer sous terre. Il peut atteindre les 50 km/h en ligne droite.,"Quando gira su se stesso, scava la terra scendendo in verticale alla velocità di 50 km/h.","Es gräbt sich mit 50 km/h schnurstracks durch das Erdreich, indem es sich rapide um die eigene Achse dreht.","Puede girar su cuerpo a una velocidad de 50 km/h y, si la mantiene, puede perforar el suelo y atravesarlo.",몸을 스핀시켜서 시속 50km의 스피드를 유지하며 똑바로 땅을 파서 나아간다.,からだを　スピンさせることで じそく５０キロの　スピードのまま まっすぐ　じめんを　ほりすすむ。
Echancarbon emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,"Véritable compagnon de tout scientifiques, ce blob sert de cobaye en se baignant dans n'importe quel élément liquide !",Echancarbon proviene dal fango depositato sui fondali inquinati. Infatti ama tutto ciò che è sudicio e tossico. Emana continuamente un fluido batterico velenoso da ogni parte del corpo.,Sleima ist aus dem Schlamm eines verseuchten Flussbetts entstanden. Dieses Pokémon liebt verschmutzte Dinge. Es scheidet ständig eine mit Bakterien verseuchte Flüssigkeit aus seinem ganzen Körper aus.,Echancarbon emergió del lodo que se formó en una zona contaminada en el fondo del mar. A este Pokémon le encanta todo lo que sea suciedad. Emana continuamente por todo el cuerpo un horrible fluido contaminado por bacterias.,오염된 해저의 진흙에서 태어났다. 더러운 것을 매우 좋아해서 몸 전체에서 세균 범벅인 액체가 흘러나오고 있다.,おせんされた　かいていの　ヘドロから　うまれた。 きたない　ものが　だいすきで　からだじゅうから バイキンだらけの　えきたいを　たれながしている。
"This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Fioloxik are certain to gather.",La mousse formée autour de la tête des fioloxiks les protège des attaques psychiques.,"Questo Pokémon si ciba di qualunque cosa sia sudicia e ripugnante. Le città più inquinate, dove la popolazione getta i rifiuti in strada, sono un luogo di ritrovo frequente per i Fioloxik.","Sleimoks Lieblingsspeise ist alles, was widerlich verschmutzt ist. In dreckigen Städten, in denen sich Menschen nichts dabei denken, wenn sie Müll auf die Straße werfen, lassen sich diese Pokémon mit Vorliebe in Scharen nieder.","A este Pokémon le encanta comer cosas repulsivas. En ciudades sucias en las que la gente tira la basura por la calle, los Fioloxik tienen, sin duda, su punto de encuentro.",더러운 것을 매우 좋아해서 쓰레기를 길가에 버릴 것 같은 사람이 사는 마을에는 질뻐기가 모여든다.,きたない　ものが　だいこうぶつなので　ゴミを みちばたに　すてる　ような　ひとが　すんでいる まちには　ベトベトンが　あつまってくるぞ。
"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Après avoir trouvé une fleur à son goût, il ne la quitte plus de toute sa vie. Il se laisse porter au gré du vent.","Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.","Hat es eine Blume gefunden, die ihm gefällt, lebt es sein Leben lang in Symbiose mit ihr. Es lässt sich unbekümmert vom Wind treiben.","En cuanto encuentra una flor de su agrado, la convierte en su hogar para toda la vida. Flota en el aire a su antojo cabalgando el viento.",마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠다닌다.,きにいった　はなを　みつけると いっしょう　その　はなと　くらす。 かぜに　のって　きままに　ただよう。
"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Après avoir trouvé une fleur à son goût, il ne la quitte plus de toute sa vie. Il se laisse porter au gré du vent.","Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.","Hat es eine Blume gefunden, die ihm gefällt, lebt es sein Leben lang in Symbiose mit ihr. Es lässt sich unbekümmert vom Wind treiben.","En cuanto encuentra una flor de su agrado, la convierte en su hogar para toda la vida. Flota en el aire a su antojo cabalgando el viento.",마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠다닌다.,きにいった　はなを　みつけると いっしょう　その　はなと　くらす。 かぜに　のって　きままに　ただよう。
"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Après avoir trouvé une fleur à son goût, il ne la quitte plus de toute sa vie. Il se laisse porter au gré du vent.","Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.","Hat es eine Blume gefunden, die ihm gefällt, lebt es sein Leben lang in Symbiose mit ihr. Es lässt sich unbekümmert vom Wind treiben.","En cuanto encuentra una flor de su agrado, la convierte en su hogar para toda la vida. Flota en el aire a su antojo cabalgando el viento.",마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠다닌다.,きにいった　はなを　みつけると いっしょう　その　はなと　くらす。 かぜに　のって　きままに　ただよう。
"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Après avoir trouvé une fleur à son goût, il ne la quitte plus de toute sa vie. Il se laisse porter au gré du vent.","Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.","Hat es eine Blume gefunden, die ihm gefällt, lebt es sein Leben lang in Symbiose mit ihr. Es lässt sich unbekümmert vom Wind treiben.","En cuanto encuentra una flor de su agrado, la convierte en su hogar para toda la vida. Flota en el aire a su antojo cabalgando el viento.",마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠다닌다.,きにいった　はなを　みつけると いっしょう　その　はなと　くらす。 かぜに　のって　きままに　ただよう。
"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Quand les fleurs d’une plate-bande bien soignée éclosent, il apparaît et célèbre la floraison en dansant avec une très grande élégance.","Quando i fiori di un’aiuola ben curata sbocciano, appare e celebra l’evento con una danza graziosa.","Wenn die Blumen auf einem liebevoll gepflegten Blumenbeet blühen, erscheint es und feiert den Anblick mit einem eleganten Tanz.","Cuando las plantas bien cuidadas de un parterre florecen, hace acto de presencia e interpreta un baile primoroso para celebrarlo.",빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.,ていれの　いきとどいた　かだんの はなが　さくと　すがたを　あらわして かれんな　ダンスで　しゅくふくする。
"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Quand les fleurs d’une plate-bande bien soignée éclosent, il apparaît et célèbre la floraison en dansant avec une très grande élégance.","Quando i fiori di un’aiuola ben curata sbocciano, appare e celebra l’evento con una danza graziosa.","Wenn die Blumen auf einem liebevoll gepflegten Blumenbeet blühen, erscheint es und feiert den Anblick mit einem eleganten Tanz.","Cuando las plantas bien cuidadas de un parterre florecen, hace acto de presencia e interpreta un baile primoroso para celebrarlo.",빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.,ていれの　いきとどいた　かだんの はなが　さくと　すがたを　あらわして かれんな　ダンスで　しゅくふくする。
"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Quand les fleurs d’une plate-bande bien soignée éclosent, il apparaît et célèbre la floraison en dansant avec une très grande élégance.","Quando i fiori di un’aiuola ben curata sbocciano, appare e celebra l’evento con una danza graziosa.","Wenn die Blumen auf einem liebevoll gepflegten Blumenbeet blühen, erscheint es und feiert den Anblick mit einem eleganten Tanz.","Cuando las plantas bien cuidadas de un parterre florecen, hace acto de presencia e interpreta un baile primoroso para celebrarlo.",빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.,ていれの　いきとどいた　かだんの はなが　さくと　すがたを　あらわして かれんな　ダンスで　しゅくふくする。
"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Quand les fleurs d’une plate-bande bien soignée éclosent, il apparaît et célèbre la floraison en dansant avec une très grande élégance.","Quando i fiori di un’aiuola ben curata sbocciano, appare e celebra l’evento con una danza graziosa.","Wenn die Blumen auf einem liebevoll gepflegten Blumenbeet blühen, erscheint es und feiert den Anblick mit einem eleganten Tanz.","Cuando las plantas bien cuidadas de un parterre florecen, hace acto de presencia e interpreta un baile primoroso para celebrarlo.",빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.,ていれの　いきとどいた　かだんの はなが　さくと　すがたを　あらわして かれんな　ダンスで　しゅくふくする。
"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Quand les fleurs d’une plate-bande bien soignée éclosent, il apparaît et célèbre la floraison en dansant avec une très grande élégance.","Quando i fiori di un’aiuola ben curata sbocciano, appare e celebra l’evento con una danza graziosa.","Wenn die Blumen auf einem liebevoll gepflegten Blumenbeet blühen, erscheint es und feiert den Anblick mit einem eleganten Tanz.","Cuando las plantas bien cuidadas de un parterre florecen, hace acto de presencia e interpreta un baile primoroso para celebrarlo.",빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.,ていれの　いきとどいた　かだんの はなが　さくと　すがたを　あらわして かれんな　ダンスで　しゅくふくする。
"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",Les châtelains de jadis invitaient les Florges sur leurs terres et leur confiaient la réalisation de leurs jardins.,"Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.","Die Schlossherren vergangener Zeiten haben Florges eingeladen, damit diese Blumengärten für sie anlegen, um so ihre Anwesen zu verschönern.","Los propietarios de los castillos de antaño solían invitar a Florges para que creasen jardines floridos, a fin de decorar sus terrenos.",옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.,むかしの　しろの　あるじたちは にわを　かざるため　フラージェスを まねきいれ　はなぞのを　つくらせた。
"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",Les châtelains de jadis invitaient les Florges sur leurs terres et leur confiaient la réalisation de leurs jardins.,"Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.","Die Schlossherren vergangener Zeiten haben Florges eingeladen, damit diese Blumengärten für sie anlegen, um so ihre Anwesen zu verschönern.","Los propietarios de los castillos de antaño solían invitar a Florges para que creasen jardines floridos, a fin de decorar sus terrenos.",옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.,むかしの　しろの　あるじたちは にわを　かざるため　フラージェスを まねきいれ　はなぞのを　つくらせた。
"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",Les châtelains de jadis invitaient les Florges sur leurs terres et leur confiaient la réalisation de leurs jardins.,"Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.","Die Schlossherren vergangener Zeiten haben Florges eingeladen, damit diese Blumengärten für sie anlegen, um so ihre Anwesen zu verschönern.","Los propietarios de los castillos de antaño solían invitar a Florges para que creasen jardines floridos, a fin de decorar sus terrenos.",옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.,むかしの　しろの　あるじたちは にわを　かざるため　フラージェスを まねきいれ　はなぞのを　つくらせた。
"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",Les châtelains de jadis invitaient les Florges sur leurs terres et leur confiaient la réalisation de leurs jardins.,"Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.","Die Schlossherren vergangener Zeiten haben Florges eingeladen, damit diese Blumengärten für sie anlegen, um so ihre Anwesen zu verschönern.","Los propietarios de los castillos de antaño solían invitar a Florges para que creasen jardines floridos, a fin de decorar sus terrenos.",옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.,むかしの　しろの　あるじたちは にわを　かざるため　フラージェスを まねきいれ　はなぞのを　つくらせた。
Forouvrie gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,"C'est Forouvrié qui dirige, sa foreuse peut percer le sol en deux mais il a choisit la création plutôt que la destruction. On raconte qu'il suffit seulement de deux forouvriés pour bâtir un métropole.",Forouvrie emana una luce così intensa da essere visibile anche dallo spazio. In passato si usava questo Pokémon per mandare segnali luminosi a persone molto lontane.,"Forouvrie strahlt so viel Licht aus, dass es sogar aus dem Weltraum noch gesehen werden kann. In der Antike benutzten die Menschen das Licht dieses Pokémon dazu, Signale über weite Entfernungen auszutauschen.","Forouvrie desprende tanta luz que es posible verle hasta desde el espacio. Antes, la gente usaba su luz como sistema de comunicación para enviarse señales.",전룡의 빛은 우주에서도 보인다. 옛날 사람은 전룡의 빛을 써서 멀리 있는 동료와 신호를 주고받았다.,デンリュウの　あかりは　うちゅうからも　みえる。 むかしの　ひとは　デンリュウの　あかりを　つかい とおくの　なかまと　あいずを　おくりあっていた。
Forouvrie gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,"C'est Forouvrié qui dirige, sa foreuse peut percer le sol en deux mais il a choisit la création plutôt que la destruction. On raconte qu'il suffit seulement de deux forouvriés pour bâtir un métropole.",Forouvrie emana una luce così intensa da essere visibile anche dallo spazio. In passato si usava questo Pokémon per mandare segnali luminosi a persone molto lontane.,"Forouvrie strahlt so viel Licht aus, dass es sogar aus dem Weltraum noch gesehen werden kann. In der Antike benutzten die Menschen das Licht dieses Pokémon dazu, Signale über weite Entfernungen auszutauschen.","Forouvrie desprende tanta luz que es posible verle hasta desde el espacio. Antes, la gente usaba su luz como sistema de comunicación para enviarse señales.",전룡의 빛은 우주에서도 보인다. 옛날 사람은 전룡의 빛을 써서 멀리 있는 동료와 신호를 주고받았다.,デンリュウの　あかりは　うちゅうからも　みえる。 むかしの　ひとは　デンリュウの　あかりを　つかい とおくの　なかまと　あいずを　おくりあっていた。
Forouvrie gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,"C'est Forouvrié qui dirige, sa foreuse peut percer le sol en deux mais il a choisit la création plutôt que la destruction. On raconte qu'il suffit seulement de deux forouvriés pour bâtir un métropole.",Forouvrie emana una luce così intensa da essere visibile anche dallo spazio. In passato si usava questo Pokémon per mandare segnali luminosi a persone molto lontane.,"Forouvrie strahlt so viel Licht aus, dass es sogar aus dem Weltraum noch gesehen werden kann. In der Antike benutzten die Menschen das Licht dieses Pokémon dazu, Signale über weite Entfernungen auszutauschen.","Forouvrie desprende tanta luz que es posible verle hasta desde el espacio. Antes, la gente usaba su luz como sistema de comunicación para enviarse señales.",전룡의 빛은 우주에서도 보인다. 옛날 사람은 전룡의 빛을 써서 멀리 있는 동료와 신호를 주고받았다.,デンリュウの　あかりは　うちゅうからも　みえる。 むかしの　ひとは　デンリュウの　あかりを　つかい とおくの　なかまと　あいずを　おくりあっていた。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Il y a fort longtemps dans la région de Kalos, ce Pokémon fut le gardien des rois et des reines.","Nell’antica Kalos, questo Pokémon aveva il compito di proteggere i re.",Vor langer Zeit wurde dieses Pokémon in der Kalos-Region als Leibgarde des Königs eingesetzt.,"Antiguamente, estos Pokémon desempeñaban el cometido de guardián del rey en la región de Kalos.",먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.,おおむかしの　カロスちほうでは おうさまを　ごえいする　やくめを あたえられた　ポケモン。
"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",Il frappe avec les grandes lames à ses coudes. Son talent d’escrimeur n’a d’égal que sa courtoisie.,"Pokémon elegante e ottimo spadaccino, combatte allungando le lame che ha sui gomiti.","Es kämpft, indem es die Schwerter an seinen Ellbogen verlängert. Es ist ein Meister des Kampfes.",Lucha con las espadas que salen de sus codos. Es un maestro de la cortesía y la esgrima.,늘었다 줄었다 하는 팔꿈치의 칼날로 싸운다. 칼 뽑기의 명수 이며 예의가 바른 포켓몬이다.,のびちぢみする　ひじの　かたなで たたかう。いあいの　めいしゅ。 れいぎ　ただしい　ポケモン。
Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,Il aspire les déchets et les intègre à son corps pour produire des gaz et des fluides toxiques.,Assorbe la spazzatura nel suo corpo per creare dei liquidi velenosi e dei gas tossici sempre nuovi.,"Jedes Mal, wenn es frischen Müll in sich aufsaugt, erzeugt es völlig neue Formen von Giftgasen und Toxinen.",Absorbe y procesa en su interior basura para generar nuevos gases nocivos y líquidos venenosos de alta virulencia.,쓰레기를 흡수해서 체내에서 새로운 종류의 독가스나 독의 액체를 만들어낸다.,ゴミを　すいとっては　たいないで あたらしい　しゅるいの　どくガスや どくの　えきたいを　うみだしている。
Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,Il aspire les déchets et les intègre à son corps pour produire des gaz et des fluides toxiques.,Assorbe la spazzatura nel suo corpo per creare dei liquidi velenosi e dei gas tossici sempre nuovi.,"Jedes Mal, wenn es frischen Müll in sich aufsaugt, erzeugt es völlig neue Formen von Giftgasen und Toxinen.",Absorbe y procesa en su interior basura para generar nuevos gases nocivos y líquidos venenosos de alta virulencia.,쓰레기를 흡수해서 체내에서 새로운 종류의 독가스나 독의 액체를 만들어낸다.,ゴミを　すいとっては　たいないで あたらしい　しゅるいの　どくガスや どくの　えきたいを　うみだしている。
Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,Il aspire les déchets et les intègre à son corps pour produire des gaz et des fluides toxiques.,Assorbe la spazzatura nel suo corpo per creare dei liquidi velenosi e dei gas tossici sempre nuovi.,"Jedes Mal, wenn es frischen Müll in sich aufsaugt, erzeugt es völlig neue Formen von Giftgasen und Toxinen.",Absorbe y procesa en su interior basura para generar nuevos gases nocivos y líquidos venenosos de alta virulencia.,쓰레기를 흡수해서 체내에서 새로운 종류의 독가스나 독의 액체를 만들어낸다.,ゴミを　すいとっては　たいないで あたらしい　しゅるいの　どくガスや どくの　えきたいを　うみだしている。
It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,Il vole à la vitesse d’un avion à réaction et ne lâche jamais sa proie.,Vola alla velocità di un aereo da combattimento a reazione. Non lascia mai fuggire la preda.,"Es fliegt mit der Geschwindigkeit eines Kampfjets. Es lässt nicht zu, dass ihm seine Beute entkommt.",Vuela tan rápido como un avión a reacción. Nunca se le escapa una presa.,제트기와 맞먹는 스피드로 하늘을 난다. 노린 먹이는 놓치지 않는다.,ジェットせんとうきに　まけない スピードで　そらを　とぶ。 ねらった　えものは　にがさない。
"Gardamandre can roll up its body as if it were a ball covered with large spikes. In battle, this Pokémon will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws.","Gardamandre a opté pour une technique de combat plus avancée: il utilise l'ensemble de ses membres pour combattre, mais aussi une boule de pics au bout de sa très longue queue, lui permettant de combattre à distance.","Gardamandre arrotola il proprio corpo come fosse una sfera ricoperta di grandi aculei, che usa in lotta per far tentennare il nemico. Poi gli si scaglia contro per colpirlo selvaggiamente con gli artigli affilati.","Sandamer kann sich zu einem Ball mit langen Stacheln zusammenrollen. Im Kampf schlägt es seine Gegner in die Flucht, indem es sie mit seinen Stacheln sticht. Dann springt es sie an und schlägt mit seinen scharfen Klauen zu.","Gardamandre puede enroscarse y convertirse en una bola de largas púas. En combate, este Pokémon hace retroceder a sus rivales clavándoselas. Acto seguido, aprovecha para echarse sobre ellos y atacarlos con sus afiladas garras.",등을 둥그렇게 말면 뾰족뾰족한 공 같다. 가시에 찔려 풀죽은 상대에게 덤벼들어 날카로운 발톱으로 박박 할퀴어 놓는다.,せなかを　まるめると　トゲトゲの　ボールみたい。 トゲに　さされて　ひるんだ　あいてに　とびかかり するどい　ツメで　ばりばり　ひっかきまくるぞ。
