en,fr,it,de,es,ko,kana
Vacilys,Vacilys,Cradily,Wielie,Cradily,릴리요,ユレイドル
Pictik,Pictik,Pictik,Pictik,Pictik,아노딥스,アノプス
Fauchtik,Fauchtik,Fauchtik,Fauchtik,Fauchtik,아말도,アーマルド
Barpau,Barpau,Feebas,Barschwa,Feebas,빈티나,ヒンバス
Milobellus,Milobellus,Milotic,Milotic,Milotic,밀로틱,ミロカロス
Morphéo,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,켈리몬,カクレオン
Polichombr,Polichombr,Shuppet,Shuppet,Shuppet,어둠대신,カゲボウズ
Branette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ
Skelénox,Skelénox,Duskull,Zwirrlicht,Duskull,해골몽,ヨマワル
Téraclope,Téraclope,Dusclops,Zwirrklop,Dusclops,미라몽,サマヨール
Tropius,Tropius,Tropius,Tropius,Tropius,트로피우스,トロピウス
Éoko,Éoko,Chimecho,Palimpalim,Chimecho,치렁,チリーン
Absol,Absol,Absol,Absol,Absol,앱솔,アブソル
Okéoké,Okéoké,Wynaut,Isso,Wynaut,마자,ソーナノ
Pingel,Pingel,Pingel,Schneppke,Pingel,눈꼬마,ユキワラシ
Alpingouin,Alpingouin,Alpingouin,Firnontor,Alpingouin,얼음귀신,オニゴーリ
Obalie,Obalie,Spheal,Seemops,Spheal,대굴레오,タマザラシ
Phogleur,Phogleur,Sealeo,Seejong,Sealeo,씨레오,トドグラー
Nganguy,Nganguy,Nganguy,Walraisa,Nganguy,씨카이저,トドゼルガ
Coquiperl,Coquiperl,Clamperl,Perlu,Clamperl,진주몽,パールル
Serpang,Serpang,Huntail,Aalabyss,Huntail,헌테일,ハンテール
Rosabyss,Rosabyss,Gorebyss,Saganabyss,Gorebyss,분홍장이,サクラビス
Relicanth,Relicanth,Relicanth,Relicanth,Relicanth,시라칸,ジーランス
Lovdisc,Lovdisc,Luvdisc,Liebiskus,Luvdisc,사랑동이,ラブカス
Draby,Draby,Bagon,Kindwurm,Bagon,아공이,タツベイ
Drackhaus,Drackhaus,Shelgon,Draschel,Shelgon,쉘곤,コモルー
Drattak,Drattak,Salamence,Brutalanda,Salamence,보만다,ボーマンダ
Terhal,Terhal,Beldum,Tanhel,Beldum,메탕,ダンバル
Métang,Métang,Metang,Metang,Metang,메탕구,メタング
Métalosse,Métalosse,Metagross,Metagross,Metagross,메타그로스,メタグロス
Regirock,Regirock,Regirock,Regirock,Regirock,레지락,レジロック
Regice,Regice,Regice,Regice,Regice,레지아이스,レジアイス
Registeel,Registeel,Registeel,Registeel,Registeel,레지스틸,レジスチル
Latias,Latias,Latias,Latias,Latias,라티아스,ラティアス
Latios,Latios,Latios,Latios,Latios,라티오스,ラティオス
Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,가이오가,カイオーガ
Groudon,Groudon,Groudon,Groudon,Groudon,그란돈,グラードン
Yaramagon,Yaramagon,Yaramagon,Yaramagon,Yaramagon,레쿠쟈,レックウザ
Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,지라치,ジラーチ
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス
Tortipouss,Broussard,Turtwig,Chelast,Turtwig,모부기,ナエトル
Boskara,Bosquairelle,Grotle,Chelcarain,Grotle,수풀부기,ハヤシガメ
Torterra,Bigbocage,Torterra,Chelterrar,Torterra,토대부기,ドダイトス
Ouisticram,Ouisticram,Chimchar,Panflam,Chimchar,불꽃숭이,ヒコザル
Chimpenfeu,Chimpenfeu,Monferno,Panpyro,Monferno,파이숭이,モウカザル
Simipeionz,Simipeionz,Infernape,Panferno,Infernape,초염몽,ゴウカザル
Tiplouf,Tiplouf,Piplup,Plinfa,Piplup,팽도리,ポッチャマ
Prinplouf,Prinplouf,Prinplup,Pliprin,Prinplup,팽태자,ポッタイシ
Pingoléon,Pingoléon,Empoleon,Impoleon,Empoleon,엠페르트,エンペルト
Étourmi,Étourmi,Starly,Staralili,Starly,찌르꼬,ムックル
Étourvol,Étourvol,Staravia,Staravia,Staravia,찌르버드,ムクバード
Étouraptor,Étouraptor,Staraptor,Staraptor,Staraptor,찌르호크,ムクホーク
Keunotor,Keunotor,Bidoof,Bidiza,Bidoof,비버니,ビッパ
Castorno,Castorno,Bibarel,Bidifas,Bibarel,비버통,ビーダル
Crikzik,Crikzik,Kricketot,Zirpurze,Kricketot,귀뚤뚜기,コロボーシ
Mélokrik,Mélokrik,Kricketune,Zirpeise,Kricketune,귀뚤톡크,コロトック
Lixy,Lixy,Shinx,Sheinux,Shinx,꼬링크,コリンク
Luxio,Luxio,Luxio,Luxio,Luxio,럭시오,ルクシオ
Luxray,Luxray,Luxray,Luxtra,Luxray,렌트라,レントラー
Rozbouton,Rozbouton,Budew,Knospi,Budew,꼬몽울,スボミー
Roserade,Roserade,Roserade,Roserade,Roserade,로즈레이드,ロズレイド
Kranidos,Kranidos,Cranidos,Koknodon,Cranidos,두개도스,ズガイドス
Charkos,Charkos,Rampardos,Rameidon,Rampardos,램펄드,ラムパルド
Dinoclier,Dinoclier,Shieldon,Schilterus,Shieldon,방패톱스,タテトプス
Bastiodon,Bastiodon,Bastiodon,Bollterus,Bastiodon,바리톱스,トリデプス
Cheniti,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ
Cheniselle,Cheniselle,Wormadam,Burmadame,Wormadam,도롱마담,ミノマダム
Papilord,Papilord,Mothim,Moterpel,Mothim,나메일,ガーメイル
Apitrini,Apitrini,Combee,Wadribie,Combee,세꿀버리,ミツハニー
Apireine,Apireine,Vespiquen,Honweisel,Vespiquen,비퀸,ビークイン
Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,파치리스,パチリス
Mustébouée,Mustébouée,Buizel,Bamelin,Buizel,브이젤,ブイゼル
Mustéflott,Mustéflott,Floatzel,Bojelin,Floatzel,플로젤,フローゼル
Ceribou,Ceribou,Cherubi,Kikugi,Cherubi,체리버,チェリンボ
Ceriflor,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム
Sancoki,Sancoki,Shellos,Schalellos,Shellos,깝질무,カラナクシ
Tritosor,Tritosor,Gastrodon,Gastrodon,Gastrodon,트리토돈,トリトドン
Capidextre,Capidextre,Ambipom,Ambidiffel,Ambipom,겟핸보숭,エテボース
Baudrive,Baudrive,Drifloon,Driftlon,Drifloon,흔들풍손,フワンテ
Grodrive,Grodrive,Drifblim,Drifzepeli,Drifblim,둥실라이드,フワライド
Laporeille,Laporeille,Buneary,Haspiror,Buneary,이어롤,ミミロル
Lockpin,Lockpin,Lopunny,Schlapor,Lopunny,이어롭,ミミロップ
Magirêve,Magirêve,Mismagius,Traunmagil,Mismagius,무우마직,ムウマージ
Corboss,Corboss,Honchkrow,Kramshef,Honchkrow,돈크로우,ドンカラス
Chaglam,Chaglam,Glameow,Charmian,Glameow,나옹마,ニャルマー
Chaffreux,Chaffreux,Purugly,Shnurgarst,Purugly,몬냥이,ブニャット
Korillon,Korillon,Chingling,Klingplim,Chingling,랑딸랑,リーシャン
Moufouette,Moufouette,Stunky,Skunkapuh,Stunky,스컹뿡,スカンプー
Moufflair,Moufflair,Skuntank,Skuntank,Skuntank,스컹탱크,スカタンク
Heritarmur,Héritarmur,Bronzor,Bronzel,Bronzor,동미러,ドーミラー
Armurmage,Pentarmure,Armumage,Armumage,Armumage,동탁군,ドータクン
Manzaï,Manzaï,Bonsly,Mobai,Bonsly,꼬지지,ウソハチ
Mime Jr.,Mime Jr.,Mime Jr.,Pantimimi,Mime Jr.,흉내내,マネネ
Ptiravi,Ptiravi,Happiny,Wonneira,Happiny,핑복,ピンプク
Pijako,Pijako,Chatot,Plaudagei,Chatot,페라페,ペラップ
Spiritomb,Spiritomb,Spiritomb,Kryppuk,Spiritomb,화강돌,ミカルゲ
Griknot,Griknot,Gible,Kaumalat,Gible,딥상어동,フカマル
Carmache,Carmache,Gabite,Knarksel,Gabite,한바이트,ガバイト
Carchacrok,Carchacrok,Garchomp,Knakrack,Garchomp,한카리아스,ガブリアス
Goinfrex,Goinfrex,Munchlax,Mampfaxo,Munchlax,먹고자,ゴンベ
Riolu,Riolu,Riolu,Riolu,Riolu,리오르,リオル
Lucario,Lucario,Lucario,Lucario,Lucario,루카리오,ルカリオ
Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,히포포타스,ヒポポタス
Hippodocus,Hippodocus,Hippowdon,Hippoterus,Hippowdon,하마돈,カバルドン
Rapion,Rapion,Skorupi,Pionskora,Skorupi,스콜피,スコルピ
Drascore,Drascore,Drapion,Piondragi,Drapion,드래피온,ドラピオン
Cradopaud,Cradopaud,Croagunk,Glibunkel,Croagunk,삐딱구리,グレッグル
Coatox,Qualtox,Qualtox,Toxiquak,Qualtox,독개굴,ドクロッグ
Auberance,Auberance,Auberance,Venuflibis,Auberance,무스틈니,マスキッパ
Écayon,Écayon,Finneon,Finneon,Finneon,형광어,ケイコウオ
Luminéon,Luminéon,Lumineon,Lumineon,Lumineon,네오라이트,ネオラント
Babimanta,Babimanta,Mantyke,Mantirps,Mantyke,타만타,タマンタ
Gelormi,Gelormi,Gelormi,Shnebedeck,Gelormi,눈쓰개,ユキカブリ
Jivrai,Jivrai,Jivrai,Rexblisar,Jivrai,눈설왕,ユキノオー
Dimoret,Dimoret,Weavile,Snibunna,Weavile,포푸니라,マニューラ
Magnézone,Magnézone,Magnezone,Magnezone,Magnezone,자포코일,ジバコイル
Coudlangue,Coudlangue,Lickilicky,Schlurplek,Lickilicky,내룸벨트,ベロベルト
Rhinastoc,Rhinastoc,Rhyperior,Rihornior,Rhyperior,거대코뿌리,ドサイドン
Bouldeneu,Bouldeneu,Tangrowth,Tangoloss,Tangrowth,덩쿠림보,モジャンボ
Élekable,Élekable,Electivire,Elevoltek,Electivire,에레키블,エレキブル
Maganon,Maganon,Magmortar,Magbrant,Magmortar,마그마번,ブーバーン
Togekiss,Togekiss,Togekiss,Togekiss,Togekiss,토게키스,トゲキッス
Holotap,Holobonk,Holotap,Holotap,Holotap,메가자리,メガヤンマ
Phyllali,Phyllali,Leafeon,Folipurba,Leafeon,리피아,リーフィア
Aquali,Aquali,Aquali,Glaziola,Aquali,글레이시아,グレイシア
Scorvol,Scorvol,Gliscor,Skorgro,Gliscor,글라이온,グライオン
Mammochon,Mammochon,Mamoswine,Mamutel,Mamoswine,맘모꾸리,マンムー
Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,폴리곤Z,ポリゴンＺ
Gallame,Gallame,Gallade,Galagladi,Gallade,엘레이드,エルレイド
Brachyubra,Brachyubra,Brachyubra,Voluminas,Brachyubra,대코파스,ダイノーズ
Chârme,Charme,Charme,Zwirrfinst,Charme,야느와르몽,ヨノワール
Piskinus,Piskinus,Piskinus,Frosdedje,Piskinus,눈여아,ユキメノコ
Motisma,Motisma,Rotom,Rotom,Rotom,로토무,ロトム
Créhelf,Créhelf,Uxie,Selfe,Uxie,유크시,ユクシー
Créfollet,Créfollet,Mesprit,Vesprit,Mesprit,엠라이트,エムリット
Créfadet,Créfadet,Azelf,Tobutz,Azelf,아그놈,アグノム
Dialga,Dialga,Dialga,Dialga,Dialga,디아루가,ディアルガ
Palkia,Palkia,Palkia,Palkia,Palkia,펄기아,パルキア
Heatran,Heatran,Heatran,Heatran,Heatran,히드런,ヒードラン
Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,레지기가스,レジギガス
Giratina,giratina,Giratina,Giratina,Giratina,기라티나,ギラティナ
Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,크레세리아,クレセリア
Phione,Phione,Phione,Phione,Phione,피오네,フィオネ
Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,마나피,マナフィ
Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,다크라이,ダークライ
Shaymin,Shaymin,Shaymin,Shaymin,Shaymin,쉐이미,シェイミ
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Victini,Victini,Victini,Victini,Victini,비크티니,ビクティニ
Vipélierre,Vipélierre,Snivy,Serpifeu,Snivy,주리비얀,ツタージャ
Lianaja,Lianaja,Servine,Efoserp,Servine,샤비,ジャノビー
Majaspic,Majaspic,Serperior,Serpiroyal,Serperior,샤로다,ジャローダ
Gruikui,Gruikui,Tepig,Floink,Tepig,뚜꾸리,ポカブ
Grotichon,Grotichon,Pignite,Ferkokel,Pignite,차오꿀,チャオブー
Roitiflam,Roitiflam,Emboar,Flambirex,Emboar,염무왕,エンブオー
Moustillon,Moustillon,Oshawott,Ottaro,Oshawott,수댕이,ミジュマル
Mateloutre,Mateloutre,Dewott,Zwottronin,Dewott,쌍검자비,フタチマル
Clamiral,Clamiral,Samurott,Admurai,Samurott,대검귀,ダイケンキ
Ratentif,Ratentif,Patrat,Nagelotz,Patrat,보르쥐,ミネズミ
Miradar,Miradar,Watchog,Kukmarda,Watchog,보르그,ミルホッグ
Kangastic,Kangastic,Kangastic,Yorkleff,Kangastic,요테리,ヨーテリー
Kangorigène,Kangorigène,Kangorigene,Terribark,Kangorigene,하데리어,ハーデリア
Lançgourou,Lançgourou,Lancgourou,Bissbark,Lancgourou,바랜드,ムーランド
Chacripan,Chacripan,Purrloin,Felilou,Purrloin,쌔비냥,チョロネコ
Léopardus,Léopardus,Liepard,Kleoparda,Liepard,레파르다스,レパルダス
Feuillajou,Feuillajou,Pansage,Vegimak,Pansage,야나프,ヤナップ
Feuiloutan,Feuiloutan,Simisage,Vegichita,Simisage,야나키,ヤナッキー
Flamajou,Flamajou,Pansear,Grillmak,Pansear,바오프,バオップ
Flamoutan,Flamoutan,Simisear,Grillchita,Simisear,바오키,バオッキー
Flotajou,Flotajou,Panpour,Sodamak,Panpour,앗차프,ヒヤップ
Flotoutan,Flotoutan,Simipour,Sodachita,Simipour,앗차키,ヒヤッキー
Munna,Munna,Munna,Somniam,Munna,몽나,ムンナ
Mushana,Mushana,Musharna,Somnivora,Musharna,몽얌나,ムシャーナ
Poichigeon,Poichigeon,Pidove,Dusselgurr,Pidove,콩둘기,マメパト
Colombeau,Colombeau,Tranquill,Navitaub,Tranquill,유토브,ハトーボー
Déflaisan,Déflaisan,Unfezant,Fasasnob,Unfezant,켄호로우,ケンホロウ
Zébibron,Zébibron,Blitzle,Elezeba,Blitzle,줄뮤마,シママ
Zéblitz,Zéblitz,Zebstrika,Zebritz,Zebstrika,제브라이카,ゼブライカ
Scarabebe,Scarabebe,Scarabebe,Kiesling,Scarabebe,단굴,ダンゴロ
Coléopierre,Coleopierre,Coleopierre,Sedimantur,Coleopierre,암트르,ガントル
Petribilis ,Petribilis ,Petribilis,Brockoloss,Petribilis,기가이어스,ギガイアス
Chovsourir,Chovsourir,Woobat,Fleknoil,Woobat,또르박쥐,コロモリ
Rhinolove,Rhinolove,Swoobat,Fletiamo,Swoobat,맘박쥐,ココロモリ
Rototaupe,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー
Minotaupe,Minotaupe,Excadrill,Stalobor,Excadrill,몰드류,ドリュウズ
Nanméouïe,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ
Monkart,Monkart,Monkart,Praktibalk,Monkart,으랏차,ドッコラー
Monklace,Monklace,Monklace,Strepoli,Monklace,토쇠골,ドテッコツ
Manquise,Manquise,Manquise,Meistagrif,Manquise,노보청,ローブシン
Tritonde,Tritonde,Tympole,Schallquap,Tympole,동챙이,オタマロ
Batracné,Batracné,Palpitoad,Mebrana,Palpitoad,두까비,ガマガル
Crapustule,Crapustule,Seismitoad,Branawarz,Seismitoad,두빅굴,ガマゲロゲ
Judokrak,Judokrak,Throh,Jiutesto,Throh,던지미,ナゲキ
Karaclée,Karaclée,Sawk,Karadonis,Sawk,타격귀,ダゲキ
Larveyette,Larveyette,Sewaddle,Strawickl,Sewaddle,두르보,クルミル
Couverdure,Couverdure,Swadloon,Folikon,Swadloon,두르쿤,クルマユ
Manternel,Manternel,Leavanny,Matrifol,Leavanny,모아머,ハハコモリ
mymidisk,Mymidisk,mymidisk,Toxiped,mymidisk,마디네,フシデ
mymessen,Mymessen,mymessen,Rollum,mymessen,휠구,ホイーガ
Brutapode,Brutapode,Scolipede,Cerapendra,Scolipede,펜드라,ペンドラー
Doudouvet,Doudouvet,Cottonee,Waumboll,Cottonee,소미안,モンメン
Farfaduvet,Farfaduvet,Whimsicott,Elfun,Whimsicott,엘풍,エルフーン
Chlorobule,Chlorobule,Petilil,Lilminip,Petilil,치릴리,チュリネ
Fragilady,Fragilady,Lilligant,Dressella,Lilligant,드레디어,ドレディア
Bargantua,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ
Mascaïman,Mascaïman,Sandile,Ganovil,Sandile,깜눈크,メグロコ
Escroco,Escroco,Krokorok,Rokkaiman,Krokorok,악비르,ワルビル
Crocorible,Crocorible,Krookodile,Rabigator,Krookodile,악비아르,ワルビアル
Darumarond,Darumarond,Darumaka,Flampion,Darumaka,달막화,ダルマッカ
Darumacho,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ
Maracachi,Maracachi,Maractus,Maracamba,Maractus,마라카치,マラカッチ
Sculti,Sculti,Sculti,Lithomith,Sculti,돌살이,イシズマイ
Argili,Argili,Argili,Castellith,Argili,암팰리스,イワパレス
Baggiguane,Baggiguane,Scraggy,Zurrokex,Scraggy,곤율랭,ズルッグ
Baggaïd,Baggaïd,Scrafty,Irokex,Scrafty,곤율거니,ズルズキン
Cryptéro,Cryptéro,Sigilyph,Symvolara,Sigilyph,심보러,シンボラー
Tutafeh,Tutafeh,Yamask,Makabaja,Yamask,데스마스,デスマス
Tutankafer,Tutankafer,Cofagrigus,Echnatoll,Cofagrigus,데스니칸,デスカーン
Carapagos,Carapagos,Tirtouga,Galapaflos,Tirtouga,프로토가,プロトーガ
Mégapagos,Mégapagos,Carracosta,Karippas,Carracosta,늑골라,アバゴーラ
Arkéapti,Arkéapti,Archen,Flapteryx,Archen,아켄,アーケン
Aéroptéryx,Aéroptéryx,Archeops,Aeropteryx,Archeops,아케오스,アーケオス
Miamiasme,Salmerdva,Trubbish,Unratütox,Trubbish,깨봉이,ヤブクロン
Miasmax,Detripost,Garbodor,Deponitox,Garbodor,더스트나,ダストダス
Zorua,Zorua,Zorua,Zorua,Zorua,조로아,ゾロア
Taxevade,Taxevade,Taxevade,Taxevade,Taxevade,조로아크,ゾロアーク
Sous-evo Martolfa,Sous-evo Martolfa,Minccino,Picochilla,Minccino,치라미,チラーミィ
Martolfa,Martolfa,Martolfa,Chillabell,Martolfa,치라치노,チラチーノ
Satoon,Satoon,Satoon,Mollimorba,Satoon,고디탱,ゴチム
Maskoon,Maskoon,Maskoon,Hypnomorba,Maskoon,고디보미,ゴチミル
Dryatyr,Dryatyr,Dryatyr,Morbitesse,Dryatyr,고디모아젤,ゴチルゼル
Nucléos,Nucléos,Solosis,Monozyto,Solosis,유니란,ユニラン
Méios,Méios,Duosion,Mitodos,Duosion,듀란,ダブラン
Symbios,Symbios,Reuniclus,Zytomega,Reuniclus,란쿨루스,ランクルス
Couaneton,Couaneton,Ducklett,Piccolente,Ducklett,꼬지보리,コアルヒー
Lakmécygne,Lakmécygne,Swanna,Swaroness,Swanna,스완나,スワンナ
Marbra,Marbra,Marbra,Gelatini,Marbra,바닐프티,バニプッチ
Eclamas,Eclamas,Eclamas,Gelatroppo,Eclamas,바닐리치,バニリッチ
Marbramas,Marbramas,Marbramas,Gelatwino,Marbramas,배바닐라,バイバニラ
Vivaldaim,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ
Haydaim,Haydaim,Sawsbuck,Kronjuwild,Sawsbuck,바라철록,メブキジカ
Emolga,Emolga,Emolga,Emolga,Emolga,에몽가,エモンガ
Carabing,Carabing,Karrablast,Laukaps,Karrablast,딱정곤,カブルモ
Lançargot,Lançargot,Escavalier,Cavalanzas,Escavalier,슈바르고,シュバルゴ
Trompignon,Trompignon,Foongus,Tarnpignon,Foongus,깜놀버슬,タマゲタケ
Gaulet,Gaulet,Amoonguss,Hutsassa,Amoonguss,뽀록나,モロバレル
Viskuse,Viskuse,Frillish,Quabbel,Frillish,탱그릴,プルリル
Moyade,Moyade,Jellicent,Apoquallyp,Jellicent,탱탱겔,ブルンゲル
Mamanbo,Mamanbo,Alomomola,Mamolida,Alomomola,맘복치,ママンボウ
Statitik,Statitik,Joltik,Wattzapf,Joltik,파쪼옥,バチュル
Mygavolt,Mygavolt,Galvantula,Voltula,Galvantula,전툴라,デンチュラ
Grindur,Grindur,Ferroseed,Kastadur,Ferroseed,철시드,テッシード
Noacier,Noacier,Ferrothorn,Tentantel,Ferrothorn,너트령,ナットレイ
Drono,Drono,Drono,Klikk,Drono,기어르,ギアル
Roubot,Roubot,Roubot,Kliklak,Roubot,기기어르,ギギアル
Gentlebot,Majorbot,Gentlebot,Klikdiklak,Gentlebot,기기기어르,ギギギアル
Anchwatt,Anchwatt,Tynamo,Zapplardin,Tynamo,저리어,シビシラス
Lampéroie,Lampéroie,Eelektrik,Zapplalek,Eelektrik,저리릴,シビビール
Ohmassacre,Ohmassacre,Eelektross,Zapplarang,Eelektross,저리더프,シビルドン
Lewsor,Lewsor,Elgyem,Pygraulon,Elgyem,리그레,リグレー
Neitram,Neitram,Beheeyem,Megalon,Beheeyem,벰크,オーベム
Cirampant,Cirampant,Cirampant,Lichtel,Cirampant,불켜미,ヒトモシ
Cireano,Cireano,Cireano,Laternecto,Cireano,램프라,ランプラー
Lugulabre,Lugulabre,Chandelure,Skelpeion,Chandelure,샹델라,シャンデラ
Coupenotte,coupenotte,Axew,Milza,Axew,터검니,キバゴ
Incisache,Incisache,Fraxure,Sharfax,Fraxure,액슨도,オノンド
Tranchodon,Tranchodon,Haxorus,Maxax,Haxorus,액스라이즈,オノノクス
Polarhume,Polarhume,Cubchoo,Petznief,Cubchoo,코고미,クマシュン
Polagriffe,Polagriffe,Beartic,Siberio,Beartic,툰베어,ツンベアー
Hexagel,Hexagel,Cryogonal,Frigometri,Cryogonal,프리지오,フリージオ
Escargaume,Escargaume,Shelmet,Schnuthelm,Shelmet,쪼마리,チョボマキ
Limaspeed,Limaspeed,Accelgor,Hydragil,Accelgor,어지리더,アギルダー
Limonde,Limonde,Stunfisk,Flunschlik,Stunfisk,메더,マッギョ
Kungfouine,Kungfouine,Mienfoo,Lin-Fu,Mienfoo,비조푸,コジョフー
Shaofouine,Shaofouine,Mienshao,Wie-Shu,Mienshao,비조도,コジョンド
Drakkarmin,Drakkarmin,Druddigon,Shardrago,Druddigon,크리만,クリムガン
Grinrunhark,Grinrunhark,Golett,Golbit,Golett,골비람,ゴビット
Runharkastoc,Runharkastoc,Golurk,Golgantes,Golurk,골루그,ゴルーグ
Scalpion,Scalpion,Pawniard,Gladiantri,Pawniard,자망칼,コマタナ
Scalproie,Scalproie,Bisharp,Caesurio,Bisharp,절각참,キリキザン
Frison,Hurautomne,Hurautomne,Bisofank,Hurautomne,버프론,バッフロン
Furaiglon,Furaiglon,Rufflet,Geronimatz,Rufflet,수리둥보,ワシボン
Gueriaigle,Gueriaigle,Braviary,Washakwil,Braviary,워글,ウォーグル
Vostourno,Vostourno,Vullaby,Skallyk,Vullaby,벌차이,バルチャイ
Vaututrice,Vaututrice,Mandibuzz,Grypheldis,Mandibuzz,버랜지나,バルジーナ
Aflamanoir,Aflamanoir,Heatmor,Furnifraß,Heatmor,앤티골,クイタラン
Fermite,Prolemi,Prolemi,Fermicula,Prolemi,아이앤트,アイアント
Blezard,Blezard,Blezard,Kapuno,Blezard,모노두,モノズ
Prêzard,Prezard,Prezard,Duodino,Prezard,디헤드,ジヘッド
Archebizard,Archeblizard,Archeblezard,Trikephalo,Archeblezard,삼삼드래,サザンドラ
Pyronille,Pyronille,Larvesta,Ignivor,Larvesta,활화르바,メラルバ
Pyrax,Pyrax,Volcarona,Ramoth,Volcarona,불카모스,ウルガモス
Cobaltium,Cobaltium,Cobalion,Kobalium,Cobalion,코바르온,コバルオン
Terrakium,Terrakium,Terrakion,Terrakium,Terrakion,테라키온,テラキオン
Viridium,Viridium,Virizion,Viridium,Virizion,비리디온,ビリジオン
Boréas,Boréas,Tornadus,Boreos,Tornadus,토네로스,トルネロス
Fulguris,Fulguris,Thundurus,Voltolos,Thundurus,볼트로스,ボルトロス
Reshiram,Reshiram,Reshiram,Reshiram,Reshiram,레시라무,レシラム
Zekrom,Zekrom,Zekrom,Zekrom,Zekrom,제크로무,ゼクロム
Démétéros,Démétéros,Landorus,Demeteros,Landorus,랜드로스,ランドロス
Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,キュレム
Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,케르디오,ケルディオ
Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,메로엣타,メロエッタ
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Buisorna,Buisorna,Buisorna,Igamaro,Buisorna,도치마론,ハリマロン
Cornera,Cornera,Cornera,Igastarnish,Cornera,도치보구,ハリボーグ
Cora,Cora,Cora,Brigaron,Cora,브리가론,ブリガロン
Feunnec,Feunnec,Fennekin,Fynx,Fennekin,푸호꼬,フォッコ
Roussil,Roussil,Braixen,Rutena,Braixen,테르나,テールナー
Goupelin,Goupelin,Delphox,Fennexis,Delphox,마폭시,マフォクシー
Grenousse,Grenousse,Froakie,Froxy,Froakie,개구마르,ケロマツ
Croâporal,Croâporal,Frogadier,Amphizel,Frogadier,개굴반장,ゲコガシラ
Amphinobi,Amphinobi,Greninja,Quajutsu,Greninja,개굴닌자,ゲッコウガ
Sapereau,Sapereau,Bunnelby,Scoppel,Bunnelby,파르빗,ホルビー
Excavarenne,Excavarenne,Diggersby,Grebbit,Diggersby,파르토,ホルード
Passerouge,Passerouge,Fletchling,Dartiri,Fletchling,화살꼬빈,ヤヤコマ
Braisillon,Braisillon,Fletchinder,Dartignis,Fletchinder,불화살빈,ヒノヤコマ
Flambusard,Flambusard,Talonflame,Fiaro,Talonflame,파이어로,ファイアロー
Lépidonille,Lépidonille,Scatterbug,Purmel,Scatterbug,분이벌레,コフキムシ
Pérégrain,Pérégrain,Spewpa,Puponcho,Spewpa,분떠도리,コフーライ
Prismillon,Prismillon,Vivillon,Vivillon,Vivillon,비비용,ビビヨン
Hélionceau,Hélionceau,Litleo,Leufeo,Litleo,레오꼬,シシコ
Némélios,Némélios,Pyroar,Pyroleo,Pyroar,화염레오,カエンジシ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Cabriolaine,Cabriolaine,Skiddo,Mähikel,Skiddo,메이클,メェークル
Chevroum,Chevroum,Gogoat,Chevrumm,Gogoat,고고트,ゴーゴート
Pandespiègle,Pandespiègle,Pancham,Pam-Pam,Pancham,판짱,ヤンチャム
Pandarbare,Pandarbare,Pangoro,Pandagro,Pangoro,부란다,ゴロンダ
Couafarel,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Psystigri,Psystigri,Espurr,Psiau,Espurr,냐스퍼,ニャスパー
Mistigrix,Mistigrix,Meowstic,Psiaugon,Meowstic,냐오닉스,ニャオニクス
Nurympher,Nurympher,Nurympher,Gramokles,Nurympher,단칼빙,ヒトツキ
Irodonna,Irodonna,Irodonna,Duokles,Irodonna,쌍검킬,ニダンギル
Exagide,Exagide,Aegislash,Durengard,Aegislash,킬가르도,ギルガルド
Fluvetin,Fluvetin,Spritzee,Parfi,Spritzee,슈쁘,シュシュプ
